Frequency (Hz),Channel 2 Magnitude (dB),Channel 2 Phase (*),db/2,ph-180,ph + 180,fase linda,amppppp,result,FREC NUEVA
3872.576449,-0.004174940264,178.1369765,-0.002087470132,-1.863023467,358.1369765,-1.863023467,-0.006262410396,-0.004174940264,3382.576449
3899.419867,-0.003827923636,178.1237273,-0.001913961818,-1.876272736,358.1237273,-1.876272736,-0.005741885454,-0.003827923636,3409.419867
3926.449354,-0.004442037879,178.1091256,-0.002221018939,-1.890874391,358.1091256,-1.890874391,-0.006663056819,-0.004442037879,3436.449354
3953.666201,-0.004599718871,178.0920658,-0.002299859436,-1.907934163,358.0920658,-1.907934163,-0.006899578307,-0.004599718871,3463.666201
3981.071706,-0.003718162317,178.0850487,-0.001859081159,-1.91495127,358.0850487,-1.91495127,-0.005577243476,-0.003718162317,3491.071706
4008.667176,-0.004158689702,178.067198,-0.002079344851,-1.932802048,358.067198,-1.932802048,-0.006238034553,-0.004158689702,3518.667176
4036.45393,-0.004155593128,178.0569957,-0.002077796564,-1.943004346,358.0569957,-1.943004346,-0.006233389692,-0.004155593128,3546.45393
4064.433292,-0.003652539046,178.0428851,-0.001826269523,-1.957114889,358.0428851,-1.957114889,-0.005478808569,-0.003652539046,3574.433292
4092.606597,-0.003895757102,178.0258893,-0.001947878551,-1.974110713,358.0258893,-1.974110713,-0.005843635653,-0.003895757102,3602.606597
4120.975191,-0.003649544748,178.0135206,-0.001824772374,-1.986479376,358.0135206,-1.986479376,-0.005474317122,-0.003649544748,3630.975191
4149.540426,-0.004000025115,178.0033278,-0.002000012558,-1.996672199,358.0033278,-1.996672199,-0.006000037673,-0.004000025115,3659.540426
4178.303666,-0.003872420047,177.9878895,-0.001936210023,-2.012110484,357.9878895,-2.012110484,-0.005808630071,-0.003872420047,3688.303666
4207.266284,-0.003915433393,177.9746301,-0.001957716697,-2.02536992,357.9746301,-2.02536992,-0.00587315009,-0.003915433393,3717.266284
4236.42966,-0.003622679083,177.9620625,-0.001811339542,-2.037937518,357.9620625,-2.037937518,-0.005434018625,-0.003622679083,3746.42966
4265.795188,-0.003855912828,177.9485078,-0.001927956414,-2.051492228,357.9485078,-2.051492228,-0.005783869242,-0.003855912828,3775.795188
4295.364268,-0.003707494981,177.933318,-0.00185374749,-2.06668199,357.933318,-2.06668199,-0.005561242472,-0.003707494981,3805.364268
4325.13831,-0.00454412929,177.9205326,-0.002272064645,-2.079467445,357.9205326,-2.079467445,-0.006816193935,-0.00454412929,3835.13831
4355.118737,-0.004382780487,177.9014355,-0.002191390244,-2.098564471,357.9014355,-2.098564471,-0.006574170731,-0.004382780487,3865.118737
4385.306978,-0.003232969575,177.889142,-0.001616484788,-2.110857967,357.889142,-2.110857967,-0.004849454363,-0.003232969575,3895.306978
4415.704474,-0.003516925351,177.8760016,-0.001758462675,-2.123998363,357.8760016,-2.123998363,-0.005275388027,-0.003516925351,3925.704474
4446.312675,-0.003209702494,177.8611669,-0.001604851247,-2.138833068,357.8611669,-2.138833068,-0.004814553741,-0.003209702494,3956.312675
4477.133042,-0.003383418276,177.8466182,-0.001691709138,-2.153381809,357.8466182,-2.153381809,-0.005075127414,-0.003383418276,3987.133042
4508.167045,-0.003524337086,177.8303869,-0.001762168543,-2.169613088,357.8303869,-2.169613088,-0.005286505629,-0.003524337086,4018.167045
4539.416167,-0.003283573222,177.8175411,-0.001641786611,-2.182458895,357.8175411,-2.182458895,-0.004925359833,-0.003283573222,4049.416167
4570.881896,-0.003302423874,177.8012617,-0.001651211937,-2.198738311,357.8012617,-2.198738311,-0.004953635811,-0.003302423874,4080.881896
4602.565736,-0.003248932187,177.7859176,-0.001624466093,-2.214082383,357.7859176,-2.214082383,-0.004873398281,-0.003248932187,4112.565736
4634.469197,-0.002349014239,177.7715383,-0.001174507119,-2.228461736,357.7715383,-2.228461736,-0.003523521359,-0.002349014239,4144.469197
4666.593803,-0.002933312152,177.7525389,-0.001466656076,-2.247461102,357.7525389,-2.247461102,-0.004399968228,-0.002933312152,4176.593803
4698.941086,-0.002859574192,177.7387197,-0.001429787096,-2.26128029,357.7387197,-2.26128029,-0.004289361288,-0.002859574192,4208.941086
4731.51259,-0.00301456869,177.7256324,-0.001507284345,-2.274367626,357.7256324,-2.274367626,-0.004521853035,-0.00301456869,4241.51259
4764.309868,-0.002718115019,177.710413,-0.001359057509,-2.289586983,357.710413,-2.289586983,-0.004077172529,-0.002718115019,4274.309868
4797.334486,-0.002948737618,177.6919208,-0.001474368809,-2.308079224,357.6919208,-2.308079224,-0.004423106427,-0.002948737618,4307.334486
4830.58802,-0.002449518966,177.6754204,-0.001224759483,-2.324579628,357.6754204,-2.324579628,-0.003674278449,-0.002449518966,4340.58802
4864.072057,-0.002589210359,177.6622391,-0.00129460518,-2.337760943,357.6622391,-2.337760943,-0.003883815539,-0.002589210359,4374.072057
4897.788194,-0.002145163994,177.644814,-0.001072581997,-2.355186018,357.644814,-2.355186018,-0.003217745991,-0.002145163994,4407.788194
4931.73804,-0.002894908097,177.6302041,-0.001447454048,-2.369795935,357.6302041,-2.369795935,-0.004342362146,-0.002894908097,4441.73804
4965.923215,-0.002550452275,177.6102844,-0.001275226137,-2.389715644,357.6102844,-2.389715644,-0.003825678413,-0.002550452275,4475.923215
5000.34535,-0.002228342008,177.5965833,-0.001114171004,-2.40341665,357.5965833,-2.40341665,-0.003342513012,-0.002228342008,4510.34535
5035.006088,-0.002515327268,177.5771129,-0.001257663634,-2.422887135,357.5771129,-2.422887135,-0.003772990902,-0.002515327268,4545.006088
5069.907083,-0.00237225298,177.5650463,-0.00118612649,-2.434953652,357.5650463,-2.434953652,-0.00355837947,-0.00237225298,4579.907083
5105.05,-0.001598733009,177.5475385,-0.0007993665047,-2.452461519,357.5475385,-2.452461519,-0.002398099514,-0.001598733009,4615.05
5140.436516,-0.001833591328,177.5326604,-0.0009167956641,-2.467339563,357.5326604,-2.467339563,-0.002750386992,-0.001833591328,4650.436516
5176.06832,-0.002065484874,177.5172921,-0.001032742437,-2.482707885,357.5172921,-2.482707885,-0.003098227311,-0.002065484874,4686.06832
5211.947111,-0.002284408859,177.4942441,-0.001142204429,-2.505755901,357.4942441,-2.505755901,-0.003426613289,-0.002284408859,4721.947111
5248.074602,-0.001958925559,177.4791989,-0.0009794627794,-2.520801093,357.4791989,-2.520801093,-0.002938388339,-0.001958925559,4758.074602
5284.452518,-0.001820953019,177.4615184,-0.0009104765094,-2.538481646,357.4615184,-2.538481646,-0.002731429529,-0.001820953019,4794.452518
5321.082593,-0.001704184418,177.441801,-0.000852092209,-2.55819899,357.441801,-2.55819899,-0.002556276627,-0.001704184418,4831.082593
5357.966575,-0.001351951113,177.4253858,-0.0006759755565,-2.574614195,357.4253858,-2.574614195,-0.00202792667,-0.001351951113,4867.966575
5395.106225,-0.001864122548,177.4046774,-0.000932061274,-2.595322621,357.4046774,-2.595322621,-0.002796183822,-0.001864122548,4905.106225
5432.503315,-0.001452379435,177.3921918,-0.0007261897176,-2.607808217,357.3921918,-2.607808217,-0.002178569153,-0.001452379435,4942.503315
5470.159629,-0.002177401311,177.3713644,-0.001088700656,-2.628635619,357.3713644,-2.628635619,-0.003266101967,-0.002177401311,4980.159629
5508.076964,-0.001051647809,177.3583969,-0.0005258239043,-2.641603051,357.3583969,-2.641603051,-0.001577471714,-0.001051647809,5018.076964
5546.25713,-0.001363898436,177.338625,-0.000681949218,-2.661375013,357.338625,-2.661375013,-0.002045847654,-0.001363898436,5056.25713
5584.701947,-0.001599558425,177.3192979,-0.0007997792127,-2.680702111,357.3192979,-2.680702111,-0.002399337638,-0.001599558425,5094.701947
5623.413252,-0.001601448244,177.29958,-0.0008007241222,-2.700420029,357.29958,-2.700420029,-0.002402172366,-0.001601448244,5133.413252
5662.39289,-0.001082199625,177.2787897,-0.0005410998127,-2.72121026,357.2787897,-2.72121026,-0.001623299438,-0.001082199625,5172.39289
5701.642723,-0.0009529226344,177.2645488,-0.0004764613172,-2.73545122,357.2645488,-2.73545122,-0.001429383952,-0.0009529226344,5211.642723
5741.164622,-0.0007246424935,177.2419379,-0.0003623212468,-2.758062088,357.2419379,-2.758062088,-0.00108696374,-0.0007246424935,5251.164622
5780.960474,-0.0006297635083,177.22251,-0.0003148817542,-2.777489965,357.22251,-2.777489965,-0.0009446452625,-0.0006297635083,5290.960474
5821.032178,-0.0005478233145,177.2088357,-0.0002739116573,-2.791164315,357.2088357,-2.791164315,-0.0008217349718,-0.0005478233145,5331.032178
5861.381645,-0.0005711600411,177.1860893,-0.0002855800205,-2.813910747,357.1860893,-2.813910747,-0.0008567400617,-0.0005711600411,5371.381645
5902.010802,-8.34E-05,177.1678552,-4.17E-05,-2.832144806,357.1678552,-2.832144806,-1.25E-04,-8.34E-05,5412.010802
5942.921586,0.0001422979301,177.1508993,0.00007114896503,-2.849100749,357.1508993,-2.849100749,0.0002134468952,0.0001422979301,5452.921586
5984.115951,-0.0003955045308,177.1285683,-0.0001977522654,-2.871431683,357.1285683,-2.871431683,-0.0005932567962,-0.0003955045308,5494.115951
6025.595861,0.0002794728852,177.1059282,0.0001397364426,-2.894071751,357.1059282,-2.894071751,0.0004192093278,0.0002794728852,5535.595861
6067.363296,-9.15E-05,177.0879926,-4.57E-05,-2.912007356,357.0879926,-2.912007356,-1.37E-04,-9.15E-05,5577.363296
6109.420249,-0.0002638517151,177.0695515,-0.0001319258576,-2.930448526,357.0695515,-2.930448526,-0.0003957775727,-0.0002638517151,5619.420249
6151.768727,0.0003765062253,177.0489907,0.0001882531127,-2.951009295,357.0489907,-2.951009295,0.000564759338,0.0003765062253,5661.768727
6194.410751,0.0008908553214,177.0307188,0.0004454276607,-2.969281187,357.0307188,-2.969281187,0.001336282982,0.0008908553214,5704.410751
6237.348355,-0.0002064590863,177.0097792,-0.0001032295432,-2.99022083,357.0097792,-2.99022083,-0.0003096886295,-0.0002064590863,5747.348355
6280.583588,0.0002920777847,176.989378,0.0001460388923,-3.010621963,356.989378,-3.010621963,0.0004381166771,0.0002920777847,5790.583588
6324.118514,0.000642294667,176.9686208,0.0003211473335,-3.031379153,356.9686208,-3.031379153,0.0009634420005,0.000642294667,5834.118514
6367.955209,0.0002782768616,176.9462031,0.0001391384308,-3.053796905,356.9462031,-3.053796905,0.0004174152924,0.0002782768616,5877.955209
6412.095766,0.0001768151752,176.9240178,0.00008840758762,-3.075982175,356.9240178,-3.075982175,0.0002652227628,0.0001768151752,5922.095766
6456.54229,0.0007655493714,176.9016153,0.0003827746857,-3.09838468,356.9016153,-3.09838468,0.001148324057,0.0007655493714,5966.54229
6501.296903,0.000789656038,176.8815151,0.000394828019,-3.118484876,356.8815151,-3.118484876,0.001184484057,0.000789656038,6011.296903
6546.361741,0.0004670855193,176.862987,0.0002335427597,-3.137012971,356.862987,-3.137012971,0.000700628279,0.0004670855193,6056.361741
6591.738952,0.0008326189321,176.8400447,0.0004163094661,-3.159955295,356.8400447,-3.159955295,0.001248928398,0.0008326189321,6101.738952
6637.430704,0.0005662840304,176.8178106,0.0002831420152,-3.182189431,356.8178106,-3.182189431,0.0008494260456,0.0005662840304,6147.430704
6683.439176,0.0009028291581,176.7960501,0.0004514145791,-3.203949913,356.7960501,-3.203949913,0.001354243737,0.0009028291581,6193.439176
6729.766563,0.001140684208,176.770713,0.0005703421038,-3.229287033,356.770713,-3.229287033,0.001711026312,0.001140684208,6239.766563
6776.415076,0.0008207228556,176.749659,0.0004103614278,-3.250341045,356.749659,-3.250341045,0.001231084283,0.0008207228556,6286.415076
6823.386941,0.001355751576,176.7283935,0.0006778757882,-3.271606455,356.7283935,-3.271606455,0.002033627364,0.001355751576,6333.386941
6870.6844,0.001358104049,176.7043321,0.0006790520246,-3.295667921,356.7043321,-3.295667921,0.002037156074,0.001358104049,6380.6844
6918.309709,0.00116393281,176.6842665,0.0005819664049,-3.315733487,356.6842665,-3.315733487,0.001745899215,0.00116393281,6428.309709
6966.265141,0.001525422117,176.6611122,0.0007627110586,-3.3388878,356.6611122,-3.3388878,0.002288133176,0.001525422117,6476.265141
7014.552984,0.001381170971,176.6366975,0.0006905854857,-3.363302458,356.6366975,-3.363302458,0.002071756457,0.001381170971,6524.552984
7063.175543,0.001523170309,176.6101155,0.0007615851546,-3.389884529,356.6101155,-3.389884529,0.002284755464,0.001523170309,6573.175543
7112.135137,0.001530369367,176.5879591,0.0007651846835,-3.412040873,356.5879591,-3.412040873,0.002295554051,0.001530369367,6622.135137
7161.434102,0.001991452784,176.566781,0.0009957263919,-3.43321899,356.566781,-3.43321899,0.002987179176,0.001991452784,6671.434102
7211.074792,0.001811859461,176.5403646,0.0009059297307,-3.45963536,356.5403646,-3.45963536,0.002717789192,0.001811859461,6721.074792
7261.059574,0.002120998535,176.52308,0.001060499268,-3.476920006,356.52308,-3.476920006,0.003181497803,0.002120998535,6771.059574
7311.390835,0.002178659611,176.4947772,0.001089329805,-3.505222751,356.4947772,-3.505222751,0.003267989417,0.002178659611,6821.390835
7362.070975,0.00225518228,176.4713992,0.00112759114,-3.528600798,356.4713992,-3.528600798,0.00338277342,0.00225518228,6872.070975
7413.102413,0.002120218746,176.447633,0.001060109373,-3.552366972,356.447633,-3.552366972,0.003180328119,0.002120218746,6923.102413
7464.487584,0.002129434589,176.4208016,0.001064717294,-3.579198387,356.4208016,-3.579198387,0.003194151884,0.002129434589,6974.487584
7516.22894,0.002628921866,176.3975137,0.001314460933,-3.602486272,356.3975137,-3.602486272,0.003943382799,0.002628921866,7026.22894
7568.32895,0.002768415572,176.3724963,0.001384207786,-3.627503713,356.3724963,-3.627503713,0.004152623358,0.002768415572,7078.32895
7620.7901,0.002331484357,176.3438114,0.001165742179,-3.656188624,356.3438114,-3.656188624,0.003497226536,0.002331484357,7130.7901
7673.614894,0.002675561315,176.3238107,0.001337780657,-3.676189278,356.3238107,-3.676189278,0.004013341973,0.002675561315,7183.614894
7726.805851,0.002627242745,176.3003012,0.001313621372,-3.699698827,356.3003012,-3.699698827,0.003940864118,0.002627242745,7236.805851
7780.36551,0.003439398235,176.2703878,0.001719699118,-3.729612224,356.2703878,-3.729612224,0.005159097353,0.003439398235,7290.36551
7834.296428,0.003493561249,176.2410882,0.001746780624,-3.758911774,356.2410882,-3.758911774,0.005240341874,0.003493561249,7344.296428
7888.601176,0.003291969522,176.2127205,0.001645984761,-3.787279479,356.2127205,-3.787279479,0.004937954283,0.003291969522,7398.601176
7943.282347,0.003338124495,176.1904605,0.001669062248,-3.809539531,356.1904605,-3.809539531,0.005007186743,0.003338124495,7453.282347
7998.34255,0.003699407993,176.1653639,0.001849703997,-3.834636076,356.1653639,-3.834636076,0.00554911199,0.003699407993,7508.34255
8053.784412,0.003696475336,176.1373127,0.001848237668,-3.862687295,356.1373127,-3.862687295,0.005544713004,0.003696475336,7563.784412
8109.610579,0.003651837581,176.1120962,0.001825918791,-3.887903804,356.1120962,-3.887903804,0.005477756372,0.003651837581,7619.610579
8165.823714,0.003676673006,176.0816599,0.001838336503,-3.918340111,356.0816599,-3.918340111,0.005515009509,0.003676673006,7675.823714
8222.426499,0.003956609197,176.057649,0.001978304599,-3.942350986,356.057649,-3.942350986,0.005934913796,0.003956609197,7732.426499
8279.421637,0.004285477925,176.026278,0.002142738962,-3.973721978,356.026278,-3.973721978,0.006428216888,0.004285477925,7789.421637
8336.811846,0.004441013435,176.0045438,0.002220506718,-3.995456153,356.0045438,-3.995456153,0.006661520153,0.004441013435,7846.811846
8394.599865,0.004848988446,175.9781914,0.002424494223,-4.021808551,355.9781914,-4.021808551,0.007273482669,0.004848988446,7904.599865
8452.788452,0.004832393593,175.9479764,0.002416196797,-4.052023632,355.9479764,-4.052023632,0.00724859039,0.004832393593,7962.788452
8511.380382,0.004976652753,175.9210992,0.002488326376,-4.078900845,355.9210992,-4.078900845,0.00746497913,0.004976652753,8021.380382
8570.378452,0.004982973516,175.8923395,0.002491486758,-4.107660498,355.8923395,-4.107660498,0.007474460274,0.004982973516,8080.378452
8629.785478,0.00495909178,175.8623294,0.00247954589,-4.137670597,355.8623294,-4.137670597,0.00743863767,0.00495909178,8139.785478
8689.604293,0.005282438943,175.8310821,0.002641219472,-4.16891793,355.8310821,-4.16891793,0.007923658415,0.005282438943,8199.604293
8749.837752,0.005603033511,175.8051825,0.002801516755,-4.194817481,355.8051825,-4.194817481,0.008404550267,0.005603033511,8259.837752
8810.48873,0.005712105362,175.7791268,0.002856052681,-4.220873165,355.7791268,-4.220873165,0.008568158043,0.005712105362,8320.48873
8871.56012,0.00593497294,175.7465289,0.00296748647,-4.25347108,355.7465289,-4.25347108,0.00890245941,0.00593497294,8381.56012
8933.054837,0.00592885774,175.7161919,0.00296442887,-4.283808133,355.7161919,-4.283808133,0.00889328661,0.00592885774,8443.054837
8994.975815,0.00620892819,175.6829529,0.003104464095,-4.317047144,355.6829529,-4.317047144,0.009313392285,0.00620892819,8504.975815
9057.326009,0.006133185647,175.6561544,0.003066592823,-4.343845627,355.6561544,-4.343845627,0.009199778471,0.006133185647,8567.326009
9120.108394,0.006500743891,175.6243272,0.003250371945,-4.375672794,355.6243272,-4.375672794,0.009751115837,0.006500743891,8630.108394
9183.325965,0.006079713344,175.5941309,0.003039856672,-4.405869085,355.5941309,-4.405869085,0.009119570016,0.006079713344,8693.325965
9246.981739,0.006966190676,175.565641,0.003483095338,-4.434358969,355.565641,-4.434358969,0.01044928601,0.006966190676,8756.981739
9311.078755,0.006823245644,175.5357409,0.003411622822,-4.464259094,355.5357409,-4.464259094,0.01023486847,0.006823245644,8821.078755
9375.620069,0.007199840148,175.5031912,0.003599920074,-4.496808769,355.5031912,-4.496808769,0.01079976022,0.007199840148,8885.620069
9440.608763,0.007270262124,175.4722425,0.003635131062,-4.527757458,355.4722425,-4.527757458,0.01090539319,0.007270262124,8950.608763
9506.047937,0.00761232845,175.4357024,0.003806164225,-4.564297618,355.4357024,-4.564297618,0.01141849268,0.00761232845,9016.047937
9571.940713,0.007554136084,175.4053106,0.003777068042,-4.594689403,355.4053106,-4.594689403,0.01133120413,0.007554136084,9081.940713
9638.290236,0.007960750889,175.3750009,0.003980375445,-4.624999085,355.3750009,-4.624999085,0.01194112633,0.007960750889,9148.290236
9705.099672,0.008331151214,175.3437793,0.004165575607,-4.656220664,355.3437793,-4.656220664,0.01249672682,0.008331151214,9215.099672
9772.37221,0.008428147885,175.3078566,0.004214073942,-4.692143421,355.3078566,-4.692143421,0.01264222183,0.008428147885,9282.37221
9840.111058,0.00851983101,175.2809977,0.004259915505,-4.719002287,355.2809977,-4.719002287,0.01277974652,0.00851983101,9350.111058
9908.319449,0.008880757038,175.245916,0.004440378519,-4.754084032,355.245916,-4.754084032,0.01332113556,0.008880757038,9418.319449
9977.000638,0.009089148774,175.2150164,0.004544574387,-4.784983605,355.2150164,-4.784983605,0.01363372316,0.009089148774,9487.000638
10046.1579,0.009163178533,175.1755526,0.004581589267,-4.824447393,355.1755526,-4.824447393,0.0137447678,0.009163178533,9556.1579
10115.79454,0.009697260432,175.1408018,0.004848630216,-4.859198222,355.1408018,-4.859198222,0.01454589065,0.009697260432,9625.79454
10185.91388,0.009375668328,175.1114847,0.004687834164,-4.888515283,355.1114847,-4.888515283,0.01406350249,0.009375668328,9695.91388
10256.51926,0.01019748489,175.0742966,0.005098742444,-4.925703399,355.0742966,-4.925703399,0.01529622734,0.01019748489,9766.51926
10327.61406,0.01015187184,175.0417535,0.00507593592,-4.958246542,355.0417535,-4.958246542,0.01522780776,0.01015187184,9837.61406
10399.20166,0.01041472744,175.0051525,0.005207363719,-4.994847476,355.0051525,-4.994847476,0.01562209116,0.01041472744,9909.20166
10471.28548,0.01071844406,174.968913,0.005359222031,-5.031087043,354.968913,-5.031087043,0.01607766609,0.01071844406,9981.28548
10543.86896,0.01085339921,174.9357821,0.005426699605,-5.06421787,354.9357821,-5.06421787,0.01628009882,0.01085339921,10053.86896
10616.95557,0.010968049,174.8994714,0.005484024498,-5.10052865,354.8994714,-5.10052865,0.0164520735,0.010968049,10126.95557
10690.54879,0.01146707674,174.8630211,0.00573353837,-5.136978868,354.8630211,-5.136978868,0.01720061511,0.01146707674,10200.54879
10764.65214,0.01193976499,174.8246657,0.005969882497,-5.175334316,354.8246657,-5.175334316,0.01790964749,0.01193976499,10274.65214
10839.26914,0.01178735972,174.7904524,0.005893679861,-5.209547568,354.7904524,-5.209547568,0.01768103958,0.01178735972,10349.26914
10914.40336,0.01263535508,174.7581601,0.006317677538,-5.241839858,354.7581601,-5.241839858,0.01895303262,0.01263535508,10424.40336
10990.05839,0.01250973961,174.7141133,0.006254869805,-5.285886732,354.7141133,-5.285886732,0.01876460942,0.01250973961,10500.05839
11066.23784,0.0127378419,174.6737537,0.006368920951,-5.32624634,354.6737537,-5.32624634,0.01910676285,0.0127378419,10576.23784
11142.94534,0.01302443469,174.6391204,0.006512217347,-5.360879553,354.6391204,-5.360879553,0.01953665204,0.01302443469,10652.94534
11220.18454,0.01338358247,174.604814,0.006691791234,-5.395186036,354.604814,-5.395186036,0.02007537371,0.01338358247,10730.18454
11297.95915,0.01354484605,174.562939,0.006772423026,-5.43706105,354.562939,-5.43706105,0.02031726908,0.01354484605,10807.95915
11376.27286,0.01390033017,174.5282495,0.006950165084,-5.471750525,354.5282495,-5.471750525,0.02085049526,0.01390033017,10886.27286
11455.12941,0.01454692712,174.4860345,0.007273463559,-5.513965536,354.4860345,-5.513965536,0.02182039068,0.01454692712,10965.12941
11534.53258,0.01459523629,174.4489389,0.007297618143,-5.551061082,354.4489389,-5.551061082,0.02189285444,0.01459523629,11044.53258
11614.48614,0.01533521927,174.4113826,0.007667609637,-5.588617392,354.4113826,-5.588617392,0.02300282891,0.01533521927,11124.48614
11694.99391,0.01504365179,174.37101,0.007521825893,-5.628989955,354.37101,-5.628989955,0.02256547769,0.01504365179,11204.99391
11776.05974,0.01573594359,174.3270575,0.007867971797,-5.672942502,354.3270575,-5.672942502,0.02360391539,0.01573594359,11286.05974
11857.68748,0.0160123259,174.2873045,0.008006162949,-5.712695485,354.2873045,-5.712695485,0.02401848885,0.0160123259,11367.68748
11939.88104,0.01644152495,174.2463073,0.008220762475,-5.75369271,354.2463073,-5.75369271,0.02466228743,0.01644152495,11449.88104
12022.64435,0.01645664505,174.206834,0.008228322523,-5.793165954,354.206834,-5.793165954,0.02468496758,0.01645664505,11532.64435
12105.98134,0.01723593426,174.1687353,0.008617967131,-5.831264742,354.1687353,-5.831264742,0.02585390139,0.01723593426,11615.98134
12189.89599,0.01726448415,174.1230306,0.008632242076,-5.876969406,354.1230306,-5.876969406,0.02589672623,0.01726448415,11699.89599
12274.39231,0.01771932694,174.08018,0.008859663472,-5.919820032,354.08018,-5.919820032,0.02657899041,0.01771932694,11784.39231
12359.47433,0.01787614094,174.0423436,0.008938070471,-5.957656396,354.0423436,-5.957656396,0.02681421141,0.01787614094,11869.47433
12445.14612,0.01873229918,173.9970464,0.009366149589,-6.0029536,353.9970464,-6.0029536,0.02809844877,0.01873229918,11955.14612
12531.41175,0.01882896682,173.9563991,0.009414483408,-6.043600932,353.9563991,-6.043600932,0.02824345023,0.01882896682,12041.41175
12618.27535,0.0192409817,173.9134243,0.009620490851,-6.086575686,353.9134243,-6.086575686,0.02886147255,0.0192409817,12128.27535
12705.74105,0.01949934912,173.8623137,0.009749674562,-6.137686346,353.8623137,-6.137686346,0.02924902368,0.01949934912,12215.74105
12793.81304,0.0202813512,173.8212083,0.0101406756,-6.178791733,353.8212083,-6.178791733,0.0304220268,0.0202813512,12303.81304
12882.49552,0.02040133527,173.7799429,0.01020066764,-6.220057085,353.7799429,-6.220057085,0.03060200291,0.02040133527,12392.49552
12971.79271,0.02073816304,173.7371694,0.01036908152,-6.262830577,353.7371694,-6.262830577,0.03110724456,0.02073816304,12481.79271
13061.70888,0.02167387544,173.6892302,0.01083693772,-6.310769776,353.6892302,-6.310769776,0.03251081316,0.02167387544,12571.70888
13152.24832,0.02175096193,173.64228,0.01087548097,-6.357720034,353.64228,-6.357720034,0.0326264429,0.02175096193,12662.24832
13243.41535,0.02196204275,173.5997345,0.01098102137,-6.400265537,353.5997345,-6.400265537,0.03294306413,0.02196204275,12753.41535
13335.21432,0.02267202618,173.5539406,0.01133601309,-6.446059436,353.5539406,-6.446059436,0.03400803927,0.02267202618,12845.21432
13427.64961,0.02254913471,173.5078524,0.01127456735,-6.492147566,353.5078524,-6.492147566,0.03382370207,0.02254913471,12937.64961
13520.72563,0.0230334496,173.4596171,0.0115167248,-6.540382882,353.4596171,-6.540382882,0.0345501744,0.0230334496,13030.72563
13614.44682,0.02379230458,173.4144756,0.01189615229,-6.585524375,353.4144756,-6.585524375,0.03568845687,0.02379230458,13124.44682
13708.81766,0.02462526936,173.3627705,0.01231263468,-6.637229525,353.3627705,-6.637229525,0.03693790404,0.02462526936,13218.81766
13803.84265,0.02486864936,173.318889,0.01243432468,-6.681110971,353.318889,-6.681110971,0.03730297404,0.02486864936,13313.84265
13899.52631,0.02519148039,173.2700914,0.01259574019,-6.729908555,353.2700914,-6.729908555,0.03778722059,0.02519148039,13409.52631
13995.87323,0.02604941462,173.2189677,0.01302470731,-6.78103233,353.2189677,-6.78103233,0.03907412193,0.02604941462,13505.87323
14092.88798,0.02651531981,173.1715818,0.0132576599,-6.828418196,353.1715818,-6.828418196,0.03977297972,0.02651531981,13602.88798
14190.57522,0.02684805429,173.1257039,0.01342402714,-6.87429615,353.1257039,-6.87429615,0.04027208144,0.02684805429,13700.57522
14288.93959,0.02733997823,173.0673545,0.01366998912,-6.932645491,353.0673545,-6.932645491,0.04100996735,0.02733997823,13798.93959
14387.98578,0.02825532965,173.0198199,0.01412766482,-6.980180132,353.0198199,-6.980180132,0.04238299448,0.02825532965,13897.98578
14487.71854,0.02863397212,172.9719323,0.01431698606,-7.028067726,352.9719323,-7.028067726,0.04295095818,0.02863397212,13997.71854
14588.1426,0.02890534493,172.9190065,0.01445267246,-7.08099348,352.9190065,-7.08099348,0.0433580174,0.02890534493,14098.1426
14689.26278,0.02981724657,172.8696372,0.01490862328,-7.1303628,352.8696372,-7.1303628,0.04472586986,0.02981724657,14199.26278
14791.08388,0.03044498895,172.8175847,0.01522249448,-7.182415322,352.8175847,-7.182415322,0.04566748343,0.03044498895,14301.08388
14893.61078,0.03060169834,172.7649619,0.01530084917,-7.235038093,352.7649619,-7.235038093,0.04590254751,0.03060169834,14403.61078
14996.84836,0.03111058995,172.711956,0.01555529498,-7.288044045,352.711956,-7.288044045,0.04666588493,0.03111058995,14506.84836
15100.80154,0.03203207524,172.6590363,0.01601603762,-7.340963702,352.6590363,-7.340963702,0.04804811286,0.03203207524,14610.80154
15205.4753,0.03301620728,172.6065568,0.01650810364,-7.393443232,352.6065568,-7.393443232,0.04952431092,0.03301620728,14715.4753
15310.87462,0.03331385131,172.5476081,0.01665692566,-7.452391886,352.5476081,-7.452391886,0.04997077697,0.03331385131,14820.87462
15417.00453,0.03362193538,172.4976771,0.01681096769,-7.50232293,352.4976771,-7.50232293,0.05043290307,0.03362193538,14927.00453
15523.8701,0.03454555566,172.4425634,0.01727277783,-7.557436557,352.4425634,-7.557436557,0.05181833349,0.03454555566,15033.8701
15631.47643,0.03511731033,172.3859792,0.01755865516,-7.614020779,352.3859792,-7.614020779,0.0526759655,0.03511731033,15141.47643
15739.82864,0.03598002309,172.3267263,0.01799001154,-7.673273659,352.3267263,-7.673273659,0.05397003464,0.03598002309,15249.82864
15848.93192,0.03625707941,172.2709035,0.0181285397,-7.729096549,352.2709035,-7.729096549,0.05438561912,0.03625707941,15358.93192
15958.79147,0.03715030612,172.2126232,0.01857515306,-7.787376798,352.2126232,-7.787376798,0.05572545918,0.03715030612,15468.79147
